Age,Monthly_Bill,Internet_Usage_GB,Contract_Type,Customer_Tenure,Support_Tickets,Payment_Method,Churn
45,133.7829391706265,383.49536452561097,One Year,27,3,Crypto,0
37,59.217449922897785,76.4346774428804,One Year,36,9,PayPal,0
62,23.253832339281928,457.4511356546238,One Year,42,9,Bank Transfer,0
24,88.55992018317401,385.27510032098223,Month-to-Month,20,2,PayPal,0
31,97.7378495982931,3.645952955490184,Two Year,8,6,Bank Transfer,1
26,58.717360055851096,368.9494431362534,Two Year,46,6,Crypto,1
72,148.26480849737516,368.9734176323773,One Year,52,2,Credit Card,1
74,23.974591005493046,248.91122418945238,Two Year,26,2,Bank Transfer,0
36,52.322181632045826,23.94522558717973,Month-to-Month,35,8,PayPal,0
64,152.2272965061891,290.3730632028924,One Year,60,6,Bank Transfer,0
69,93.05361201060235,383.1076332571203,Month-to-Month,3,2,Bank Transfer,0
31,144.00388856746937,136.16615360517932,One Year,4,2,Bank Transfer,0
73,117.82231677888329,333.8670409076419,One Year,62,2,Bank Transfer,0
55,190.63542249949887,177.60917132714658,One Year,64,8,Credit Card,0
70,123.58120821733827,287.35356161821335,Month-to-Month,50,7,Bank Transfer,1
53,12.825105125648744,192.8983089663807,Two Year,19,6,Crypto,1
57,77.04669659582346,152.57697154287177,Two Year,43,7,Bank Transfer,1
34,37.18152961889446,428.10132324059015,Two Year,14,0,Bank Transfer,0
47,185.68039874356361,377.1652913335029,Two Year,14,8,Credit Card,1
26,29.762366314165263,173.37911785260135,Month-to-Month,54,4,Crypto,0
50,83.66426599490663,217.88118916598927,Two Year,29,4,Credit Card,0
73,52.958846789071515,346.1600055197976,Two Year,3,4,Credit Card,0
69,170.87717817537933,405.7283115146641,One Year,5,8,Crypto,0
42,68.62763454189422,342.4862901495315,Month-to-Month,5,4,Crypto,0
31,198.45976179710254,270.92485876063654,One Year,45,1,Bank Transfer,0
28,17.337155066327668,477.23853013370456,Two Year,64,5,Crypto,0
70,34.37258676788751,387.29766625104025,One Year,64,6,Bank Transfer,0
52,52.68136752153073,58.68033833525304,Two Year,43,6,Credit Card,0
58,164.1101476380303,279.5114102972176,One Year,43,6,Bank Transfer,0
31,176.918269722163,205.3687640564301,Month-to-Month,51,1,Bank Transfer,0
47,23.575762315790247,397.6728827586061,One Year,13,5,Crypto,0
58,16.167426934832516,23.286853894858556,One Year,68,8,Credit Card,0
21,151.46580284987007,205.95106141125163,One Year,69,0,Crypto,0
21,35.33688128318656,159.81988135639946,One Year,7,2,Credit Card,1
45,35.26973154418145,71.45180630527943,Two Year,42,5,PayPal,0
25,14.249641553941562,190.02325354446646,One Year,5,6,Credit Card,0
19,19.463496740850154,336.72733881405503,Month-to-Month,47,1,Credit Card,0
58,60.098337133142934,181.4772646312306,One Year,48,9,Credit Card,0
63,22.351042988053198,290.42328110083025,Month-to-Month,47,7,Credit Card,0
39,80.08702741526236,296.81308617371525,One Year,8,5,Bank Transfer,1
58,168.22725593319632,293.9684524019586,Two Year,21,8,Crypto,0
73,72.0008488911026,265.23641008815855,Month-to-Month,24,8,Credit Card,0
72,148.2884908900806,59.37712960551157,Month-to-Month,13,8,Bank Transfer,0
33,27.84289331789572,110.00950779022764,One Year,15,8,Crypto,1
46,135.28128560970364,400.2334710492436,Two Year,53,1,Bank Transfer,0
66,70.18196481891266,251.68037897243238,Two Year,31,9,Credit Card,0
65,152.45304695243723,353.3320816023212,Month-to-Month,71,9,Crypto,0
47,35.88788267071256,285.38463102616805,One Year,51,6,Credit Card,1
29,180.59784177525157,20.306436995618927,Two Year,47,4,PayPal,1
52,56.08966855060795,398.3106707399324,Two Year,39,8,Bank Transfer,0
28,77.09618072342353,33.09777306999569,Two Year,57,0,Credit Card,0
63,190.53433505542793,471.643851528128,One Year,50,9,Crypto,0
67,119.9116483488632,108.47308393083284,One Year,57,6,Crypto,0
38,79.49658860297417,256.6906655866146,Month-to-Month,35,9,Bank Transfer,0
38,190.42440793639003,32.730433190427476,One Year,7,4,PayPal,0
22,72.52470920910608,447.5712569542448,Two Year,53,8,Credit Card,0
65,28.025435408284157,489.9901870278374,Month-to-Month,10,6,Crypto,0
37,199.40128869328976,73.99995885787375,One Year,39,3,PayPal,0
54,60.89053490619363,148.59748470426635,Two Year,58,7,Crypto,0
20,171.73899125292542,8.921336475130047,Two Year,35,8,Bank Transfer,1
61,41.45275101638658,393.6957804917608,Month-to-Month,59,8,Crypto,1
50,148.95725463770182,156.42070200802488,Month-to-Month,22,9,PayPal,0
70,109.64538494972788,294.8298972015738,One Year,9,3,Crypto,0
26,196.37224607512462,20.570032138727278,One Year,8,5,PayPal,0
26,115.0377676575559,358.014673070699,Month-to-Month,58,3,Bank Transfer,0
21,14.752878859262283,265.17257771500675,Month-to-Month,22,0,Bank Transfer,0
52,124.7368180285767,362.76514275341873,Two Year,40,5,Bank Transfer,1
34,37.61012670395895,394.99259226233096,One Year,28,7,Crypto,0
51,161.72277390359656,45.53219022323802,Two Year,46,5,Bank Transfer,1
41,172.74795733308082,289.4679682758193,Month-to-Month,69,2,Bank Transfer,0
49,101.59776857099571,325.3220729069293,Month-to-Month,52,7,Bank Transfer,0
18,158.81207683993674,258.8426582185525,Month-to-Month,11,9,PayPal,0
25,37.571039741504975,92.02228973429601,One Year,22,8,Bank Transfer,0
62,103.49485544177276,398.0030447448108,Month-to-Month,47,0,Crypto,1
40,84.84941029121109,498.7317060909596,Month-to-Month,13,5,Crypto,0
64,126.15030354008546,484.6658559618329,One Year,45,9,Bank Transfer,0
57,18.450665872600396,388.98725292363844,Month-to-Month,69,7,Crypto,0
29,152.9033392672392,209.63575367042432,One Year,22,1,Bank Transfer,0
71,25.0345650001899,169.31294842217105,Month-to-Month,67,3,Bank Transfer,0
29,134.7295883307313,35.20435375131507,One Year,35,0,Crypto,0
63,13.506872852589403,208.72686557209352,One Year,32,3,Credit Card,1
64,168.0587321137786,78.86825026816771,One Year,38,1,Crypto,1
32,43.19292974251845,127.91302203950819,One Year,58,2,PayPal,0
58,107.94452043562819,446.0514998154982,Two Year,40,3,PayPal,0
36,59.68365170824768,484.29429012409827,One Year,21,2,Credit Card,0
43,147.302968391603,474.33094123241443,One Year,49,5,PayPal,0
69,71.05670903604704,97.48448723585207,One Year,39,6,Crypto,1
46,147.67574678178028,450.5462099094261,One Year,61,6,Crypto,0
39,64.12552929874053,71.6111451492323,Month-to-Month,10,0,PayPal,0
57,152.96988727779438,254.32244373019878,Month-to-Month,40,4,Bank Transfer,1
38,15.815044304011804,322.18802026492233,One Year,58,2,PayPal,0
68,63.829153721031204,231.77096967710898,One Year,45,0,Credit Card,0
55,104.740366223653,475.96688027298745,Two Year,17,0,PayPal,0
37,18.56132056474784,167.27314882271094,One Year,68,1,Credit Card,1
74,45.346471660542946,264.1614538859337,One Year,10,9,Credit Card,0
46,187.5620265118286,38.64951780435214,One Year,62,7,Crypto,1
68,195.59851038423596,426.2600654590004,Month-to-Month,32,3,PayPal,0
21,150.55249000419226,207.2683345760284,One Year,42,9,Bank Transfer,0
72,57.91800961721344,350.56552568040667,One Year,45,2,Credit Card,0
24,59.49831463283411,341.4405698936597,Two Year,21,7,PayPal,0
45,132.70016798106383,338.45518352428917,Month-to-Month,27,1,PayPal,1
45,32.34392715375334,253.96220109996307,Two Year,30,8,Crypto,0
21,190.17878228176966,139.4818764833725,One Year,1,3,Bank Transfer,1
39,52.71445090693507,312.9221847221318,Two Year,9,8,Bank Transfer,0
29,199.93076883083432,480.93396040179783,One Year,3,0,PayPal,0
62,104.18942110746748,417.1406787172106,One Year,53,4,Bank Transfer,0
20,156.5716979086579,55.27534754533451,Month-to-Month,42,9,Credit Card,0
39,10.414977956055875,12.570513391688491,Two Year,19,6,Crypto,1
61,178.86181690281197,249.9867070783469,One Year,6,3,PayPal,0
19,61.300388508310284,388.1388465056533,Two Year,7,4,Bank Transfer,0
41,136.9079814641324,157.63737403043643,Month-to-Month,43,8,PayPal,0
51,163.20750335078202,350.91790067420953,One Year,36,5,Bank Transfer,0
44,41.18807070621039,466.02871085516574,Month-to-Month,68,5,Credit Card,0
72,94.0768014525535,230.03326896039977,Two Year,39,1,PayPal,0
58,103.82882872386544,122.83566845908031,Two Year,43,0,Crypto,0
18,69.30269841444886,458.96117317804334,Two Year,37,3,Bank Transfer,0
25,101.53360764850648,236.6597180378537,One Year,28,9,Crypto,0
40,70.33367495451424,204.51181403087992,One Year,50,2,Crypto,0
55,78.54207156048976,177.32742419892105,One Year,39,6,Credit Card,0
23,137.1729239535204,212.08545926696775,Month-to-Month,2,6,Credit Card,0
39,130.19272097794945,337.1552692369968,Two Year,37,5,Bank Transfer,0
42,54.1304879015298,217.42609398285686,Two Year,66,4,PayPal,0
35,180.52174811113068,162.78772039105084,Two Year,19,2,Bank Transfer,0
34,173.92982367756423,372.0751951143001,Month-to-Month,69,3,Bank Transfer,1
29,106.7258282710908,102.2827420851737,One Year,44,4,Credit Card,0
23,92.31764111219258,101.76492859580316,Month-to-Month,13,3,Bank Transfer,0
43,81.60263676698068,348.5213327379294,Two Year,22,2,Bank Transfer,1
44,144.38090454662344,433.4865585645471,Two Year,7,1,PayPal,0
25,137.6165508697994,121.36420890906757,Month-to-Month,2,4,Bank Transfer,0
36,47.27431531821595,96.37136251323835,One Year,62,1,PayPal,1
59,137.57702594706865,335.4826347640854,One Year,5,1,Bank Transfer,0
18,57.96192687938759,310.7804583648032,Two Year,20,1,Credit Card,0
74,13.526083939469856,224.1789209132865,Month-to-Month,54,1,Bank Transfer,0
46,142.84964873210163,48.83445928431564,One Year,63,7,PayPal,0
62,132.5107844675424,46.80093005995484,Month-to-Month,36,6,Crypto,0
66,88.05375985112488,388.8935527331329,Two Year,16,8,PayPal,0
52,109.88035062470617,226.43278958044706,Two Year,57,2,Bank Transfer,0
57,189.96214642409433,429.1255785295379,Two Year,64,0,Bank Transfer,0
31,123.08803437203316,287.7920921178923,Two Year,10,5,Bank Transfer,1
52,134.99794771394096,309.7503324675987,One Year,51,8,PayPal,0
65,22.143150980336806,467.16302651236833,Two Year,27,0,PayPal,1
62,41.538947528273795,83.14333112567955,One Year,7,0,Credit Card,0
37,67.18093251820176,271.96909041920094,One Year,41,3,Bank Transfer,0
73,112.48207042534719,30.01116138305135,Month-to-Month,13,9,Crypto,0
66,157.55227023683102,180.10359889317743,Two Year,66,0,PayPal,0
30,71.03576677983153,74.90115140080137,One Year,3,8,PayPal,1
55,77.71266179096705,94.7301451800007,Month-to-Month,11,5,PayPal,0
66,58.66866818301228,467.4625653102035,Month-to-Month,5,4,PayPal,1
63,58.37577256610812,305.7305815742355,Two Year,60,4,Crypto,1
66,190.28413072001135,446.18690846171734,Two Year,2,1,Credit Card,0
25,130.73686412758912,222.31657201098403,Month-to-Month,64,2,Crypto,1
60,39.6212362725899,299.2240299850283,One Year,13,6,Crypto,0
37,147.22722983600937,17.015161584270253,Two Year,54,3,PayPal,0
50,147.18401723840552,235.2816139048927,Month-to-Month,12,5,PayPal,0
43,136.62933725020395,282.4642799985503,Month-to-Month,18,7,Bank Transfer,1
56,35.596884567226084,9.372079418506942,One Year,18,0,Credit Card,0
38,87.51838185922152,394.9550992349965,One Year,17,5,Credit Card,0
70,30.283702793938495,148.41606915402616,Month-to-Month,39,0,Credit Card,0
66,165.15789577750593,226.79105040542436,One Year,13,7,Bank Transfer,1
59,134.48270720380467,268.27951236710743,Two Year,45,3,Credit Card,1
60,106.36874798588549,496.10637941108826,Month-to-Month,19,4,Crypto,0
71,75.17294053511336,50.49288929021725,One Year,19,9,PayPal,0
58,45.00740015394235,278.0845015500245,One Year,21,1,Crypto,0
26,30.2250418782905,265.7664787543344,One Year,24,2,Crypto,0
41,194.1557154320109,35.3859381059879,One Year,30,6,Credit Card,1
54,47.93324197164438,317.3352417373672,Month-to-Month,48,6,PayPal,1
66,21.376179077063277,144.1403625130115,One Year,35,7,Credit Card,0
58,192.71668671467432,52.780215116145726,Two Year,59,2,Credit Card,0
34,114.30083085798715,90.1423235283079,Two Year,17,1,PayPal,0
41,161.36477964831715,411.978013374481,Month-to-Month,48,1,Bank Transfer,1
38,18.315510967680524,52.95825645625955,Month-to-Month,55,5,Bank Transfer,0
68,117.71971292113439,233.996766731922,Two Year,9,1,Bank Transfer,0
56,85.65989318241908,98.4412874684314,Two Year,14,3,PayPal,0
72,156.67324252647785,81.997611180421,Month-to-Month,26,8,Crypto,0
58,17.300872671421132,103.6501679491192,Two Year,52,9,Crypto,0
56,86.32120802670673,246.89868432529053,Two Year,44,2,PayPal,0
30,161.82394970237723,119.65642213467407,Month-to-Month,11,0,Credit Card,0
28,109.31248028129029,49.269742225927615,Month-to-Month,51,1,Credit Card,1
63,114.50736078973475,400.8990337543371,One Year,42,9,PayPal,0
36,28.461289573533445,270.37088018267116,One Year,62,9,Credit Card,0
28,35.14280566281736,79.26997253191752,Two Year,35,6,Credit Card,1
30,138.62992501949932,236.24349446745288,Month-to-Month,64,8,Bank Transfer,0
63,138.25885823508477,35.11288743658203,One Year,18,8,PayPal,0
62,196.02964490793192,290.63450194576046,Two Year,14,3,Bank Transfer,1
18,145.27106773245458,170.81210497939279,Two Year,49,7,Crypto,0
57,103.71626422735498,52.6607362854519,Two Year,69,0,Crypto,1
61,172.89228647137503,92.63828108433032,Two Year,17,5,Crypto,0
36,29.84986730502788,173.50564972051254,Month-to-Month,21,7,Crypto,0
29,95.36620597028836,403.3973196918292,Two Year,14,1,Credit Card,1
25,64.55073107623825,87.70409241868185,One Year,3,7,Credit Card,0
25,29.881183316248862,55.72244652490635,Month-to-Month,31,3,Bank Transfer,0
70,155.0653960968696,258.45356422637644,Two Year,47,1,PayPal,0
62,107.05048579478793,279.7897850261521,One Year,44,3,Credit Card,0
29,115.78605678052323,46.03041751604116,One Year,17,7,PayPal,0
65,88.13848570296251,142.9577551244437,Month-to-Month,56,3,Bank Transfer,0
50,97.46407400451969,132.11925491921278,Month-to-Month,27,7,Crypto,0
62,32.04330355337059,93.92458312109655,Month-to-Month,71,6,Credit Card,0
43,137.85438661452554,158.5034254731262,One Year,69,4,Crypto,1
56,92.1649983249906,19.517147257610024,One Year,2,7,Bank Transfer,1
45,165.18583889462082,326.12334169378573,Two Year,62,1,PayPal,0
22,47.29456802718446,494.2550853718867,Month-to-Month,6,2,Credit Card,1
25,48.9604677495788,317.38933696715515,Month-to-Month,65,3,PayPal,0
42,132.69431859083068,181.17714882134933,Month-to-Month,18,9,PayPal,1
44,170.7406504455054,334.2872402716927,Month-to-Month,55,4,Crypto,1
63,99.71758933745332,286.18644459076455,One Year,67,4,Credit Card,0
40,148.121235059289,423.532207363085,Month-to-Month,57,0,Bank Transfer,0
47,199.87268508368626,311.31540593001824,One Year,19,0,Credit Card,1
62,198.15047154849634,317.4041009560031,One Year,11,0,PayPal,1
64,151.42400013612303,111.6104299482237,Month-to-Month,55,4,Crypto,0
40,150.5214330388673,208.39799203025902,One Year,37,1,PayPal,0
66,57.047588567792076,172.86361406758292,One Year,4,2,PayPal,0
64,168.37252999331702,6.701168514471739,Month-to-Month,13,7,Credit Card,1
37,86.96940413895291,157.32708396514164,Month-to-Month,70,9,PayPal,0
35,192.7788428746963,243.5450000371522,Two Year,58,7,Credit Card,0
35,25.471260854317748,300.3244679718305,One Year,2,9,Credit Card,0
19,92.80967008581794,467.3499044085172,One Year,60,1,PayPal,1
21,115.60969265986473,120.31776592054837,Two Year,32,7,Crypto,0
47,86.97967934637133,77.06206656317062,Two Year,63,8,PayPal,1
50,50.01004619593923,434.8533988104801,Month-to-Month,60,9,Crypto,0
53,122.66781286867688,470.9818995501353,Two Year,26,9,PayPal,0
35,153.62440377877613,244.4891700419611,Month-to-Month,22,5,Bank Transfer,0
54,132.5193332438373,58.49306406377593,Month-to-Month,4,0,Bank Transfer,0
36,54.54528127352751,243.20876133920865,Month-to-Month,16,2,Bank Transfer,0
64,149.00550943001954,55.612220224531114,One Year,63,4,PayPal,1
45,58.81058314846702,441.7096037716307,One Year,42,2,PayPal,0
57,43.2884489555676,354.36690220350874,Month-to-Month,33,2,Crypto,1
37,141.2269229333572,121.32737183729198,Two Year,13,8,Bank Transfer,0
66,170.12957676164652,443.45865596507656,One Year,46,4,Credit Card,1
50,101.49249506234914,319.3129627956103,One Year,13,7,Bank Transfer,0
29,110.96444069630317,476.67840502371337,Two Year,33,6,Bank Transfer,1
68,67.52203838953417,490.259444656263,One Year,14,3,Credit Card,0
32,103.97742287090612,2.6376128286233276,Two Year,8,2,Bank Transfer,0
58,35.07676962235737,60.98689030474534,Two Year,46,2,Bank Transfer,0
56,191.6078576397681,273.91424307261104,One Year,1,1,Crypto,1
19,162.06852419475328,477.9705843591785,Two Year,59,4,Bank Transfer,0
46,136.9148815562151,497.1225841193381,Two Year,60,1,Credit Card,0
58,112.25693062003657,284.1365597164565,Month-to-Month,49,1,Credit Card,1
27,160.51213588331325,87.72694298366991,Month-to-Month,61,3,Bank Transfer,1
19,104.00387552130282,82.36195998434438,One Year,23,5,PayPal,0
68,66.99504254936117,382.165021298955,Two Year,5,5,Bank Transfer,1
28,40.47110468166768,296.3769016744426,One Year,50,7,Credit Card,0
30,133.0412618723434,274.83817556744873,One Year,36,5,Credit Card,1
27,186.59089155503767,233.41669672695764,Month-to-Month,20,5,Credit Card,0
31,39.18752516582672,362.8421786642591,Two Year,43,3,PayPal,0
35,44.20342855965328,429.16903532416643,One Year,8,4,PayPal,0
68,92.38514634781167,152.1760825166225,One Year,41,6,PayPal,0
71,163.3108761047409,111.23796582076942,Month-to-Month,25,9,Bank Transfer,0
26,65.84531850458588,335.4293839911562,Month-to-Month,7,8,Credit Card,0
74,58.24345568730534,457.4514796034217,Month-to-Month,61,3,Bank Transfer,0
56,127.79359537793844,174.73056263189903,One Year,33,9,Bank Transfer,0
45,111.76680855612305,136.95166136953026,Two Year,69,0,PayPal,0
20,21.44186924459489,113.83120048757414,Month-to-Month,38,5,Bank Transfer,0
37,25.483095688762543,127.9909629406188,Month-to-Month,12,1,Crypto,0
23,132.17246623510556,68.33173813719691,Two Year,44,6,PayPal,1
44,98.37348383807812,298.7923355765684,One Year,53,5,PayPal,1
70,194.48566640193792,141.13220826196658,One Year,14,8,Credit Card,0
19,138.9209680387123,307.8572364672944,Two Year,71,5,Crypto,1
46,11.913995778713977,42.43314240677148,Month-to-Month,52,5,Crypto,0
55,101.39356816208775,58.612939266821655,Two Year,52,3,Crypto,0
20,88.7451076567411,268.53482197067535,One Year,46,8,Credit Card,0
33,30.275633398816055,256.25394129353094,One Year,41,2,Bank Transfer,0
47,185.40967881571612,136.48345344220644,Month-to-Month,2,0,Bank Transfer,0
57,162.95214682552748,413.73829495865067,Month-to-Month,49,9,Credit Card,1
19,53.71632259980036,94.33653526890718,Two Year,28,7,Bank Transfer,1
34,58.636344180169466,180.96990096740984,One Year,32,7,Crypto,1
58,16.08343013069568,278.2003413301287,One Year,22,0,Credit Card,0
29,66.37631580001778,433.73834015516695,Two Year,42,8,Crypto,1
52,121.07818169353718,209.85693660822153,Month-to-Month,29,1,Crypto,0
60,89.96024379346696,199.90187676501128,One Year,68,5,Credit Card,0
18,194.15853810673937,290.1891765878655,One Year,33,8,PayPal,1
72,20.655232160097466,159.03101231598524,Month-to-Month,46,5,Credit Card,0
62,122.37173019081202,354.87745332663513,One Year,9,6,Credit Card,0
